userName,score,at,content
Irma Shd,1,2023-05-08 16:05:38,"shopee mulai ga enak skrg per pesanan ada biaya pelayanan 1rb/transaksi. top up di Alfa awal² doang gratis, lama² skrg ada biaya admin 1500, skrg naik lg jadi 2rb. voucher shopeefood jg ga enak. Potongannya minimum banget, ga kaya dulu awal² ga enak......"
Nurul Azmi,1,2023-05-08 16:01:40,"Tiap kali mau upload video review selalu saja ga bisa, dan pasti balik lagi dari awal. Kesel banget sih, apalagi kalo di satu toko harus ngasih review beberapa barang. Kalo ada satu yg gabisa upload video, yg lainnya jd ngulang lagi dari awal. Please dong shopee, tolong diperbaiki. Kesal saya lama² kalo gini terus ~Edit: ohya saya jg mau tambahin. Berhubungan ttg game shopee, sering banget ngelag. Dan SELALU beberapa kali harus masuk keluar shopee mulu, biar bisa nyelesein misi shopee tanam"
Fikri Adiwidya,1,2023-05-08 14:44:45,"Et aplikasinya parah banget asli masa baru di buka aplikasinya udah keluar sendiri. Kacau mohon di perbaiki secepatnya, minimal mah bisa di pake di hp yg ram 2 tanpa ngelek"
Zabal Ramadhan,1,2023-05-08 13:40:17,Aplikasi berat. Tambahan skandal pengiriman barang suka hilang. Customer service buruk gk bisa ditelpon untuk masalah barang hilang. Pada saat barang sampai harusnya user konfirmasi. Tahu tahu otomatis ke accept. Masalah apa ini ? Permainan orang dalam atau emang ada kebobolan data ? 🗿🗿 Parah kali lah kau dek dek
Neng Nuur,4,2023-05-08 13:39:26,"Aplikasinya lumayan bagus, barang juga ori meski kadang loading Tapi sangat membantu dalam belanja online2, semoga ke depannya bisa lebih baik lagi aplikasinya"
Country Ina -20- Jawa Tengah,5,2023-05-08 13:23:33,"Sangat menguntungkan belanja di aplikasi shopee , banyak diskon ,promo , gratis ongkir, voucher dll .makasih shopee Krn sejak ada kamu belanja jd makin mudah dan nyaman"
Arie Ocktavian,3,2023-05-08 12:42:21,Kurir shopee expressnya PARAH. Saya sebagai penjual dirugikan 2x pakai SPX. Pertama barang saya dikembalikan pdhl alamat sudah jelas gak sampai ke pembeli yg kdua kalinya hilang di jalan blm sempat sampai ke tangan pembeli. Mohon ditindak tegas kurir yang tidak becus dan jiwa maling. Merugikan penjual dan pembeli. terpaksa saya hilangkan kurirnya dari list shopee
Abc,2,2023-05-08 12:30:39,"Kenapa ya kalo buka aplikasi ini ,kok lemott..pdhl kuota internet sy banyak..hm.. sabar ..sabar.. dan sy daftar paylater,tpi pas upload KTP disitu ket.sdh terdaftar, orang sy aja blm pernah gunain itu paylater nya..hm..gimna euyy...tolong ini gmn dah ..."
Anna Maria Setyani,5,2023-05-08 12:29:59,"selalu aman dan gak pernah ngecewain pake shopee, koinnya juga fungsi banget, setiap kalo ada masalah/komplain aman banget pokoknya."
Diah Dwi,2,2023-05-08 12:21:48,"Semenjak di update malah ga bisa chat ke seller.. Gagal terus, padahal buat scroll"" beranda lancar jayaaa.. TOLONG DI PERBAIKI!! MAU NAYA STOCK ATAU CUSTOM BARANG YG MAU DI PESAN KAN JADI SUSAHH!!!!!"
Mutiara yang Tersimpan,1,2023-05-08 11:29:15,"Saya baru kali ini download shopee. Baru tadi siang saya download, pas masuk ada pemberitahuan kayak promo buat pengguna baru, contoh belanja pertama Rp 1. Saya Scroll2 liat barangnya apa aja, pas mau check out / klaim promo pengguna baru kok gabisa, malah muncul tulisan ""anda sudah pernah menggunakan promo ini"". Maksudnya gimana si, kan aku belum CO apa2. ANEH"
Dennys Yudhystira Hutapea,1,2023-05-08 11:21:48,"Makin jelek, terkhusus fitur shopeefood, nyari driver aja susah banget, berkali-kali dibatalkan sistem karena ga dapat driver. Saya lihat di Twitter juga banyak kendala yang sama, berarti permasalahannya di sistem shopeefod, kenapa bisa driver susah dicari"
꧁*Zᴀʜʀᴀ Oғғɪᴄɪᴀʟ*꧂,5,2023-05-08 10:46:58,"Aplikasi Shoope ini Sangat berguna bagi kita yang mageran untuk keluar rumah kita bisa membeli barang barang yang dibutuhkan dgn cara online,dan kita jg bisa mendapatkan gratis ongkir.Disini kita bisa berbelanja Beragam macam mainan,alat rumah tangga,terdapat pakaian anak dan dewasa,masih banyak lainnya yg bisa kita beli.Selain itu kita hrus bisa memilih barang yg Asli dan barang Palsu. Yuk di download aplikasi shoope,terimakasih 🙆‍♀️💐"
wilky paputungan,1,2023-05-08 10:43:45,"Koq shoppe skrang udah lama banget melakukan pengiriman barang ya', padahal beberapa tahun lalu pesan di waktu pagi pengirimannya bisa di siang hari, tapi sekarang koq pengirimannya nanti malam ya, padahal udah pesan dari subuh loh ! Bintang limanya saya ganti satu dulu."
Carissa Nadhif A.,1,2023-05-08 10:43:34,"Shopee yg skrg lemot parah bnyk bugnya. Pdhl sinyal aman, buka apk lain lancar jaya, memori msh bnyk, update udh, uninstall & install ulang udh, clear cache udh. TAPI KENAPA MASIH TETAP SAMA SELALU LEMOT, saran saya sih jgn terlalu banyak fitur yg tdk pnting krn menambah apk jd lebih berat dan lemot, sy kira cuman dihp sy aja yg kek gini ternyata pas sy liat ulasan banyak yg bug jg apknya. Tolong diperbaiki secepatnya!!! Klo sudah saya kasih bintang 5, kek, masa iya si apk besar lemot gini"
Om Tedjo,5,2023-05-08 10:36:41,Smakin lama smakin lelet apk shopee nya. Berat bget buka apk nya. Gk kya apk sebelah gk lelet. Kalo gk cepat² d perbaiki bisa² bnyk yg pindah ke apk sebelah nih. Tlong sgera di respon.
Agus Tio,1,2023-05-08 10:33:20,"Ini aplikasi makin berat aja mau masuk -_- Yg lain lancar cuma shoppe doank, udah gitu gambar produk nya lama banget munculnya udah kaya nonton YouTube dengan resolusi 4k buffering terus baru muncul, hadeeh"
dai firmansyah,1,2023-05-08 10:03:34,"Parah aplikasinya dibuat bayar pakai kartu kredit nolak terus pilih metode pembayaran lain dll, pdhal Tokopedia yg lainya ya normal"" aja.. cs nya jg tolah toloh di ss in masalahnya malah suruh refresh"" gak pnya solusi banget!"
Dian ariska,1,2023-05-08 09:57:07,Aplikasinya lemot bgt. Banyak toko yang di chat ga di reapon pengiriman si pending. Tolong di lengkapi dg fitur telpon konsumen. Karena ini sangat keterlaluan. Saya chat dr pagi sampai sore tidak di respon oleh penjual. Minta kirim samday 2jam stg ga ada kabar. Saya tlp wa ga di bls ga di angkat sangat di sepelekan oleh toko 1 ini.
CLAYROSE,1,2023-05-08 09:27:17,"Terlalu banyak fitur yg ga penting. Ga seperti dulu cepet. Sekarang loading jadi lama sekali. Ga seperti toko hijau cepet bgt loadingnya, skrg toko orange malah lelet bukan main lama2 kalau tidak diperbaiki banyak yg lari ke aplikasi lain. Saya pake OnePlus 9 dan shopee saya selalu terupdate, buka satu halaman home shopee loading ga berhenti2 apalagi buka produk."
I'm Sunflower,5,2023-05-08 09:11:59,"Sukaa banget, selalu dapet gratis ongkir emang batas nya 40 keatas tapi its oke karna aku kalo belanja suka banyak wkwk, pengiriman cepet, apk aman dan untuk flashsale nya juga banyak... semoga selalu gini yah"
Muhammad Arbaini_29,1,2023-05-08 08:45:15,"Sudah update , bersihkan cahce dan log ut. Yang lu suruh gua kerjakan semua tapi tetap ngebuq. Tolong di perbaiki secepat nya. Masa gua bolak balik batalin pesanan buat pilih jasa kirim yang ga keliatan nama nya. Saya sangat kecewa sebagai member platinum"
s m,1,2023-05-08 08:25:01,Dari mulai aplikasinya yang lemot dan kurir shopeenya juga yang lama ngirim barangnya. Jnt sama sicepat aja hanya butuh 2 hari paling lama barang sampai. Karna saya lupa ganti expedisinya jadi begini hadehhh.
codet gebot,3,2023-05-08 08:11:32,"di antara sekian banyak aplikasi, shopee paling parah urusan jaringan, harus sangat2 stabil, apps lain lancar2 aja, saya pengguna lama, tapi sering kali dibikin jengkel"
Usagie CO,1,2023-05-08 07:59:48,"makin lama lemot aplikasinya, cache sdh bersih, ram masih banyak, speed wifi kenceng, mau bayar saja susah.. kalau bulan ini masih lemot sy hapus aplnya, pake apl sebelah lancar jaya."
Kia,1,2023-05-08 07:46:56,Mohon ditingkatkan utk kenyamanan pembeli saat melakukan retur barang/dana. Krn ada beberapa pihak seller yg curang/nakal. Pembeli order 2pcs tetapi hanya dikirim 1pcs. Saat pembeli melakukan retur ditolak oleh pihak seller. Sy sebagai pihak pembeli merasa dirugikan!!
Ani Sariningsih,5,2023-05-08 07:44:28,"belanja online terbaik semua kebutuhan ada, harga murah tp gk murahan dpt melakukan pembelian secara cicil jd mempermudah segalanya pokoknya best bwt Shopee dan yg terpenting Shopee belanja online yg bertanggungjawab apabila ada kesalahan dari pihak toko atw jasa kirim"
Pansoni Bahari,1,2023-05-08 07:39:39,"Shopee bisa untuk ajang penipuan saya tertipu sdh beberapa kali, barang yg dikirim tidak sesuai terus saya komplain tapi pengembalian uang tidak sesuai jumlah ya saya belanjakan, beda dengan TOKOPEDIA tidak bisa untuk ajang penipuan intinya jauh lebih bagus TOKOPEDIA"
Cahaya Juntak,1,2023-05-08 07:25:05,sistem apk yg super lemot suka ngebug kalau mau liat video terus koin yg dikumpuliin kecil bgt gk seimbang dgn misi video koin yg diperoleh terlalu pelit sih. Gak jamin bisa withdrawl cepat membosankan.
Abdul Rizki,1,2023-05-08 07:03:49,"Kebijakan shopee terlalu lambat, penanganan tidak cepat, tagihan Spaylater dilunaskan malah gabisa dipake lagi, malah disuruh tingkatkan transaksi di shopee, sedangkan transaksi saya di shopee sudah melebihi syarat dan ketentuan yang ada, bukan seribu duaribu, bukan sekali duakali, Fitur fitur yang lain sering error, top up sering delay, penanganan nya sangat lambat sekali, ngasih ulasan malah disuruh bersihin chace lah ini lah itu lah keluar aplikasi terus masuk lagi, ga berguna."
Regi yuardana,2,2023-05-08 06:44:52,"Shoppe skrg agak ga lemot untuk pengiriman barang pesanannya bisa sampe 4-6 hari,setelah order pesanan dengan metode COD,setelah saya menggunakan vocer gratis ongkir !!"
Rahman Junaidi,1,2023-05-08 06:29:22,Sekarang takut mau belanja online... Banyak penjual penitu... Ibarat kita beli kucing dalam karung... Uda beberapa kali saya belanja... Harga mahal yg datang murahan... Saran aja untuk yg suka belanja.. Mending belanja k toko terdekat aja bisa milih sepuas hati... Harga juga paling mahal beda 30ribua an... Ga sakit hati seperti belanja online... Belanja hampir 200..yg datang barang 50ribuan
Ivanas Wirdian,4,2023-05-08 06:29:17,"Tolong untuk bagian pembeli komplain, langsung di tanggapi tanpa melalui komputer. Dan penjual yg punya istori buruk n bintang 2 di hapus aja dr shoopee, Krn saya sempat kecewa sama penjual. Masa waktu pengepakan lebih dari 3 x 24 jam. Udah gitu di chat ta ada respon sama sekali"
Syahla Anindya,3,2023-05-08 06:05:14,"Mohon maaf, ini kenapa ya aplikasi shopee makin kesini makin lemot saja. Jadi males belanja dishopee, setiap mau lakukan pembayran selalu loading sampe berjam2. Udah update juga sama saja, jaringan bagus masih lag juga."
Reski eka Dewi,1,2023-05-08 05:51:19,"Ah gimana ini min, makin kesini makin parah aja aplikasi nya. Gak bisa login, gak bisa dipake aplikasi nya udah 3hari loh ini. Produk gak muncul di beranda. Keterangan tidak ada koneksi internet padahal internet saya lancar jaya🤦🏻‍♀️tolong secepatnya min di perbaiki lahh"
FELVINE,1,2023-05-08 05:49:49,"Makin kesini kok makin parah saja ya, paket data lancar buat searc barang juga bisa, udak cekout pesanan tinggal nunggu kode pembayaran saja loadingnya minta ampun gak muncul muncul. Padahal udah update versi terbaru apknya"
Indra Noah,1,2023-05-08 05:37:37,"Aplikasi CACAT. Mau konfirmasi pengiriman loading terus (Aplikasi sudah saya UPDATE). Kalo gini terus bisa2 pengiriman DIBATALKAN OTOMATIS. App lemot, cacat, banyak notif tidak penting sering masuk."
Ricky Nelson,1,2023-05-08 05:17:18,Dear shopee.. Sya merasa tidak berbelanja tetapi ad empat jenis barang yg dialamatkan ke saya dan atas nama sya.. Mohon sistem di aplikasiny diperbaiki.. Sy sebagai pelanggan anda merasa sangat dirugikan.. Mau tidak terima barangny kasihan yg jualan.. Mau dikembalikan tambah urusan.. Mohon disikapi.. Terimakasih..
Ardi Gunawan,1,2023-05-08 04:59:25,"Sudah cukup terakhir saya berlangganan sama shopee, pelayanan pengiriman SANGAT BURUK, barang sudah ada di lokasi malah status nya ke tempat lain, BERKALI KALI TERJADI KETERLAMBATAN PENGIRIMAN BARANG, saya sebagai pembeli sangat2 kecewa, berkali kali juga saya melihat status pengiriman barang COD and cash malah lebih baik cod, pembayaran cas malah seolah2 sengaja di ulur2 pengantaran nya."
Chino Kafuu,1,2023-05-08 04:46:59,"Gimana mau ganti nomer. Harus verifikasi akun dulu untuk keamanan dengan nomer lama yang udah hilang. Udah pilihannya itu doang gak ada email. Dasar pe,a."
Meiliani Tri Ratnasari,2,2023-05-08 02:31:46,"Aplikasi ini tidak cocok buat yg kesabaran nya setipis tisu kaya aku😭 lemot bngt plis makin kesini, klo masalah dijaringan atau hp masa sih cma pas buka shope doang jd lemotnya, ka perbaiki dong jangan lemot lagi ini kalo ga butuh udah dihapus kali"
Tatu Widyati,5,2023-05-08 01:31:47,"Terimakasih, keluhan pada aplikasi sudah direspon dengan baik dan aplikasi sudah berjalan normal. Saya suka aplikasi ini banyak gratis ongkir dan toko suka memberi diskon yang tidak tipu-tipu."
evi susanti,5,2023-05-07 23:46:01,"Kemaren trouble banget buka aplikasi shopee ini.. segala macam cara dicoba tetap error'.. padahal jaringan bagus.. akhirnya aku logout, uninstall dan install ulang.. trus login lagi.. baru deh lancar lagi.. Bisa dicoba buat teman2 lain yaaaa.."
Muhamad Syahrul,1,2023-05-07 23:04:53,"Makin kesini makin sering Bug, padahal aplikasi udh yg paling baru ,ram + room aman tetep aja Bug. Tolong diperbaiki lahhh"
Fitria Ayunita,2,2023-05-07 21:41:05,"Shopee kok makin lama makin memburuk yaa? Ini kemarin akun nya tiba tiba keluar sendiri, sudah berusaha login, dan bolak balik ganti kata sandi pun masih nggak bisa, harus di verifikasi lagi pake barcode, gimana caranya mau verifikasi kalau satu tempat untuk digunakan login? Kok makin dipersulit untuk menggunakan aplikasi."
Stellastell alisia,5,2023-05-07 19:46:23,"Shopee tuh BAGUS BGTT. kapan hari saya sempet tibatiba saldo kesedot yg gatau kenapa tp pihak shopee bner2 bantuin sm saldo saya balik lagi. Terus juga, 2x saya pesen olshop tp ga dikirim kirim sm pihak olshopnya, dan pihak shopee bner2 gercep bgt balikin duit saya karna mungkin pihak shopee merasa olshop itu lama sekali pengirimannya. Terimakasih banyak shopee, sangat bisa dipercaya🙏🏻✨️ smoga rezeki lancar teruss, makin sukses. Aamiin🤲🏻"
anindya Rahmadani,2,2023-05-07 18:05:59,Apk nya kok aneh ya setiap shopee sering update terus bukannya malah tambah bagus malah tambah jelek masa sinyal masih bagus full kok tiba² ga ada gambar kecewa saya :)
Pipih Fitriani,5,2023-05-07 17:58:40,Saya suka shoppee karena sangat lengkap tapi kenapa yah sudah beberapa bulan kebelakang ini splater & spinjam tiba tiba tidak bisa di gunakan padahal bayar suka lebih awal sebelum jatoh tempo bayar tgl 26 jatoh tgl 5 ..
Billy Santoso,1,2023-05-07 17:25:30,"Kurangi Fitur-fitur ampas yang bikin apk crash gak jelas, ini aplikasi jual beli atau apa sih? Gak konsisten, tingkatkan performa aplikasi bukan banyakin iklan dimana mana, udah iklannya ganggu aplikasi sampah pula"
Annisa1819,1,2023-05-07 17:08:37,"Rating makin lama makin turun, jelas aja lah.. Bukannya bagus malah makin lemot, solusi yang itu2 aja udah gak fungsi, update aplikasi, hapus chace, sinyal, ram penuh, apalagi? Gak ngaruh boss. Solusi yang paling tepat adalah pindah ke aplikasi sebelah. Dan habiskan saldo shopeepay. Lalu log out dan jangan log in lagi"
HADI BAGUS,1,2023-05-07 16:12:14,"Shopee makin kesini makin aneh buka gambar doang muter muter sampai diulang beberapa kali gabisa kebuka, pdhal sebelum beli gambarnya mau di download dl tp gabisa dibuka semua"
Muchlis Wijaya,1,2023-05-07 16:10:42,"fitur pencarian perlu di perbaiki, cari apa keluar apa, kadang tidak tersedia padahal di ketik sama persis pun tidak muncul"
Nur Azizah,2,2023-05-07 15:36:14,"Kenapa ya pihak shopee kek gini, padahal setiap hari chekout klaim koinnya pas smpai 7 hari dapat 10rb koin pas di chekout malah dapat 100koin..truss GRATIS ONGKIR malah pakai voucher gratis ongkir ongkirnya ada lebih mahal lagi, ya bukannya apa-apa namanya juga gratis ongkir ya emang gratis 0 rupiah. Nanti kasih bintang 5 nya kalo masukan saya diperbaiki, terimakasih."
Siti Anisa,1,2023-05-07 15:20:14,"lemot!!!,trs buka video gambar ny kaga muncul,kalo mau cht seller jg keyboard ny ilang,anh!!! perbaiki dong!!! pdhl selalu sy upgrade"
Karang Daily,1,2023-05-07 15:13:20,"Dalam 1 aplikasi fitur nya banyak banget jadi berat, walaupun hp nya ga kentang tapi lemotnya parah. Ditambah harus downloaf fiturnya dulu kalo mau cek out"
Annaba SatoeHati,1,2023-05-07 14:40:44,"Tolong di permudah dan diperingan Aplikasi nya, inikan marketplace bukan mau nonton video... Makin berat.. Mau pembayaran aja muter, jaringan stabil...Ada notif promo atau diskon pas buka aplikasi lelet babget...... mau bayar juga lelet serba lelet ngabisin quota doank"
Adi Kristiyan Suhardiman,1,2023-05-07 14:00:57,Sekarang tidak bisa lagi chat minta bantuan sama CS orang... skrg CS chat nya diganti sama chat bot.. sangat tidak membantu sekali.. sama kek Lazada 😂 dan pencarian sekarang gak seakurat dulu . Dulu kalo mau cari yg di iingkan sama kek yg kita tulis. Sekarang parah malah yg direkomendasikan dan tidak sesuai selera
lely ana,1,2023-05-07 13:57:41,"paan bgt shoppe sekarang bug parah masa mau check out ada bacaan gini ""produk gagal dimuat silakan coba lagi. "" terus aja kaya gitu ga beres"" udah di update bukannya makin bagus malah makin jelek padahal dulu bagus."
Addie Her,1,2023-05-07 13:39:12,"Lemottttttnyaaaa parahhhhh abissssss, aplikasi paling lemot yg klo di buka lemot bin ngelag... Mau di update, mau di clearchace, mau apus ini itu, ganti provider smp ganti hppun msh samaaaaaa aja. Ga ada solusinya...yg tdnya niat beli jd pindah2 ke tetangga lain...hadehhhhh...plisss shop shop.....sdh siapkah mjd marketplace terbaik.... Atau siap2 di tinggal pelanggannya ....bye.."
Hanifa Ainun,1,2023-05-07 13:22:12,"Dr lama aku kasih ulasan ⭐1 karena bugnya lama bgtt, liat dr ulasan lain trnyta sm kendalanya. Kenapa ga segera diperbaiki sih? Jadinya udah males buka shopee. Fitur baru yg bkin semakin aplikasinya lemot bgt. Gamau pindah market place lain tp lama2 jg ga sabar bgt 😭 aku udah update terus ya aplikasinya, setiap bug pasti lgsng buka PS buat update aplikasi, tp ttp bug lamaa bgttt, dan jaringan aku lancar untuk aplikasi apapun, liat utube sama ig aja lancar. Kecewa paraaahh 😭"
